Rank	Word	Frequency	Frequency per million	Zipf value
627	assassinat	399	116.4311	5.0661
627	intentar	399	116.4311	5.0661
627	mil	399	116.4311	5.0661
628	aigua	398	116.1393	5.065
628	cel	398	116.1393	5.065
628	mala	398	116.1393	5.065
628	nano	398	116.1393	5.065
629	l'aigua	396	115.5557	5.0628
629	plaer	396	115.5557	5.0628
629	vi	396	115.5557	5.0628
630	veure't	394	114.9721	5.0606
631	canviat	392	114.3885	5.0584
631	resposta	392	114.3885	5.0584
631	somni	392	114.3885	5.0584
632	passarà	388	113.2212	5.0539
632	preparat	388	113.2212	5.0539
632	tenies	388	113.2212	5.0539
633	vista	387	112.9294	5.0528
