Rank	Word	Frequency	Frequency per million	Zipf value	IPA
622	سرخ	2653	41.6704	4.6198	s o ɾ x  |  s u ɾ x  |  s ʊ ɾ x
623	لوله	2642	41.4977	4.618	l uː l e  |  l uː l æ
623	پروژه	2642	41.4977	4.618	p e ɾ o ʒ e  |  p o ɾ o ʒ e  |  p ɾ o ʒ e
624	مرز	2638	41.4348	4.6174	m a ɾ z  |  m æ ɾ z
625	خشک	2612	41.0265	4.6131	x o ʃ k  |  x u ʃ k  |  x ʊ ʃ k
626	تاج	2609	40.9793	4.6126	t ɑː d͡ʒ  |  t ɒː d͡ʒ  |  t ɔː d͡ʒ
627	هند	2596	40.7752	4.6104	h e n d  |  h i n d  |  h ɪ n d
628	مانند	2590	40.6809	4.6094	m ɑː n a n d i  |  m ɒː n a n d ɪ  |  m ɒː n æ n d e  |  m ɔː n a n d i
629	آفتاب	2586	40.6181	4.6087	ɑː f t ɑː b  |  ɒː f t ɒː b  |  ɔː f t ɔː b
630	گاو	2580	40.5238	4.6077	ɡ o ʊ  |  ɡ ɑː w  |  ɡ ɒː v  |  ɡ ɒː w  |  ɡ ɔː v
631	آدرس	2567	40.3197	4.6055	ɒː d ɾ e s
632	تعلق	2563	40.2568	4.6048	t a ʔ a l l u q  |  t a ʔ a l l ʊ q  |  t æ ʔ æ l l o ɢ
633	پله	2560	40.2097	4.6043	pʰ e l l e  |  pʰ i l l a  |  pʰ ɪ l l a
634	جذاب	2559	40.194	4.6042	d͡ʒ a z z ɑː b  |  d͡ʒ a z z ɒː b  |  d͡ʒ a z z ɔː b  |  d͡ʒ æ z z ɒː b
635	سرطان	2554	40.1155	4.6033	s a ɾ a t ɑː n  |  s a ɾ a t ɒː n  |  s a ɾ a t ɔ n  |  s æ ɾ æ t ɒː n
636	شوخی	2553	40.0998	4.6031	ʃ oː x iː  |  ʃ uː x iː  |  ʃ ɵː x iː
637	آواز	2548	40.0212	4.6023	ɑː w ɑː z  |  ɒː v ɒː z  |  ɒː w ɒː z  |  ɔː v ɔː z
638	مردها	2547	40.0055	4.6021	m æ ɾ d h ɒː
639	منبع	2538	39.8641	4.6006	m a n b a ʔ  |  m æ n b æ ʔ
640	سیستم	2507	39.3772	4.5952	s iː s tʰ e m
641	فضا	2502	39.2987	4.5944	f a z ɑː ~ f i z ɑː  |  f a z ɒː ~ f ɪ z ɒː  |  f a z ɔː ~ f i z ɔː  |  f æ z ɒː ~ f e z ɒː
642	ساز	2468	38.7647	4.5884	s ɑː z  |  s ɒː z  |  s ɔː z
643	هوش	2461	38.6547	4.5872	h oː ʃ  |  h uː ʃ  |  h ɵː ʃ
644	عرض	2460	38.639	4.587	a ɾ a z  |  a ɾ z  |  e ɾ z  |  i ɾ z  |  æ ɾ z  |  æ ɾ æ z  |  ɪ ɾ z
645	احتیاج	2455	38.5605	4.5861	e h t i j ɒː d͡ʒ  |  e h t i j ɔː d͡ʒ  |  i h t i j ɑː d͡ʒ  |  ɪ h t i j ɒː d͡ʒ
646	آلمان	2445	38.4034	4.5844	ɑː l m ɑː n  |  ɒː l m ɒː n  |  ɔː l m ɔː n
647	جامعه	2444	38.3877	4.5842	d͡ʒ ɑː m i ʔ a  |  d͡ʒ ɒː m e ʔ e  |  d͡ʒ ɒː m ɪ ʔ a  |  d͡ʒ ɔː m i ʔ a
648	توضیح	2442	38.3563	4.5838	t a v z e h  |  t a w z iː h  |  t o w z iː h
649	آ	2430	38.1678	4.5817	ɒː
650	برگشتن	2427	38.1207	4.5812	b a ɾ ɡ a ʃ t a n  |  b æ ɾ ɡ æ ʃ t æ n
651	گونه	2419	37.995	4.5797	ɡ oː n a  |  ɡ uː n e  |  ɡ ɵː n a
652	دیدن	2410	37.8537	4.5781	d i d a n  |  d iː d a n  |  d iː d æ n
653	شلوار	2407	37.8065	4.5776	ʃ æ l v ɒː ɾ  |  ʃ æ l v ɔː ɾ  |  ʃ æ l w ɒː ɾ  |  ʃ ɑ l v ɑː ɾ
654	داغ	2403	37.7437	4.5768	d ɒː ɣ
655	قدیمی	2391	37.5552	4.5747	q a d i m iː  |  q a d iː m iː  |  ɢ æ d iː m iː
656	اهمیت	2390	37.5395	4.5745	a h a m i j a t  |  æ h æ m i j æ t
657	سالن	2387	37.4924	4.5739	s ɒː l o n
657	شجاع	2387	37.4924	4.5739	ʃ o d͡ʒ ɒː ʔ  |  ʃ u d͡ʒ ɑː ʔ  |  ʃ u d͡ʒ ɔː ʔ  |  ʃ ʊ d͡ʒ ɒː ʔ
658	ظرف	2382	37.4139	4.573	z a ɾ f  |  z æ ɾ f
659	ساختمان	2374	37.2882	4.5716	s ɑː x t i m ɑː n  |  s ɒː x t e m uː n  |  s ɒː x t e m ɒː n  |  s ɒː x t ɪ m ɒː n  |  s ɔː x t i m ɔː n
660	جستجو	2368	37.194	4.5705	d͡ʒ o s t o d͡ʒ uː j  |  d͡ʒ u s t u d͡ʒ uː j  |  d͡ʒ u s t u d͡ʒ ɵː j  |  d͡ʒ ʊ s t ʊ d͡ʒ uː j
661	قرن	2367	37.1783	4.5703	q a ɾ n  |  ɢ æ ɾ n
662	جفت	2365	37.1469	4.5699	d͡ʒ o f t  |  d͡ʒ u f t  |  d͡ʒ ʊ f t
663	حکومت	2354	36.9741	4.5679	h o k uː m æ t  |  h u k u m a t  |  h u k uː m a t  |  h ʊ k uː m a t
664	تقصیر	2344	36.817	4.566	t æ ɣ s iː ɾ
665	استعداد	2337	36.7071	4.5648	e s t e ʔ d ɒː d  |  i s t e ʔ d ɔː d  |  i s t i ʔ d ɑː d  |  ɪ s t ɪ ʔ d ɒː d
666	قوی	2336	36.6914	4.5646	q a v iː  |  q a w iː  |  q u i  |  q uː i  |  q uː ɪ  |  ɢ uː e  |  ɢ æ v iː
667	کاخ	2334	36.6599	4.5642	k ɑː x  |  k ɒː x  |  k ɔː x
668	خر	2333	36.6442	4.564	x a ɾ  |  x æ ɾ
669	طلاق	2319	36.4243	4.5614	t a l ɑː q  |  t a l ɒː q  |  t a l ɔː q  |  t æ l ɒː ɢ
669	معجزه	2319	36.4243	4.5614	m o ʔ d͡ʒ e z e
670	دیشب	2314	36.3458	4.5605	d i ʃ a b  |  d iː ʃ a b  |  d iː ʃ æ b
671	خشونت	2306	36.2201	4.5589	x o ʃ uː n æ t  |  x u ʃ u n a t  |  x u ʃ uː n a t  |  x ʊ ʃ uː n a t
672	خوره	2302	36.1573	4.5582	x o rː æ h  |  x o ɾ e
