Rank	Word	Frequency	Frequency per million	Zipf value	IPA
1694	stažený	328	0.5133	2.7104	s t a ʒ ɛ n iː
1694	žákyně	328	0.5133	2.7104	ʒ aː k ɪ ɲ ɛ
1695	chlór	327	0.5117	2.709	x l oː r
1695	dolet	327	0.5117	2.709	d o l ɛ t
1696	brodit	326	0.5102	2.7077	b r o ɟ ɪ t
1696	smeč	326	0.5102	2.7077	s m ɛ t ʃ
1697	bare	325	0.5086	2.7064	b a r ɛ
1698	ves	323	0.5055	2.7037	v ɛ s
1699	drogerie	320	0.5008	2.6997	d r o ɡ ɛ r ɪ j ɛ
1699	gum	320	0.5008	2.6997	ɡ u m
1699	plodný	320	0.5008	2.6997	p l ɔ d n iː
1700	podnikatelka	319	0.4992	2.6983	p o d ɲ ɪ k a t ɛ l k a
1701	beka	318	0.4977	2.697	b ɛ k a
1701	udavač	318	0.4977	2.697	ʔ u d a v a t͡ʃ
1702	kozou	317	0.4961	2.6956	k o z o u̯
1702	úložiště	317	0.4961	2.6956	ʔ uː l ɔ ʒ ɪ ʃ c ɛ
1703	kruhový	315	0.493	2.6928	k r u ɦ o v iː
1704	duna	311	0.4867	2.6873	d u n a
1704	kreveta	311	0.4867	2.6873	k r ɛ v ɛ t a
1704	narcis	311	0.4867	2.6873	n a r t͡s ɪ s
1705	plát	310	0.4851	2.6858	p l aː t
1706	adamův	309	0.4836	2.6845	a d a m uː f
1706	forward	309	0.4836	2.6845	f o r v a r t
1706	jesle	309	0.4836	2.6845	j ɛ s l ɛ
1707	ilustrace	308	0.482	2.683	ʔ ɪ l ʊ s t r a t͡s ɛ
1707	stolům	308	0.482	2.683	s t o l uː m
1708	datle	307	0.4804	2.6816	d a t l ɛ
1709	kroupy	304	0.4757	2.6773	k r o ʊ̯ p ɪ
1709	oceánie	304	0.4757	2.6773	ɔ t͡s ɛ aː n ɪ j ɛ
1709	plať	304	0.4757	2.6773	p l a c
1710	legionář	303	0.4742	2.676	l ɛ ɡ ɪʲ ɔ n aː r̝̊
1711	penalta	302	0.4726	2.6745	p ɛ n a l t a
1712	bojkot	301	0.4711	2.6731	b ɔ j k ɔ t
1713	čučet	300	0.4695	2.6716	t͡ʃ ʊ t͡ʃ ɛ t
1714	zdeněk	298	0.4664	2.6688	z d ɛ ɲ ɛ k
1715	jízdné	297	0.4648	2.6673	j iː z d n ɛː
1716	rampouch	292	0.457	2.6599	r a m p o u x
1717	štědrovečerní	290	0.4538	2.6569	ʃ c ɛ d r o v ɛ t͡ʃ ɛ r ɲ iː
1718	meningitida	289	0.4523	2.6554	m ɛ n ɪ ŋ ɡ ɪ t iː d a  |  m ɛ n ɪ ŋ ɡ ɪ t ɪ d a
1718	ruština	289	0.4523	2.6554	r u ʃ c ɪ n a
1718	šafrán	289	0.4523	2.6554	ʃ a f r aː n
1719	müsli	287	0.4491	2.6523	m ɪ s l ɪ
1719	sele	287	0.4491	2.6523	s ɛ l ɛ
1720	harfa	286	0.4476	2.6509	ɦ a r f a
